9.426000000000000351e-03 2.899316997918055083e+00 2.230671121113928734e+00
1.064200000000000042e-02 2.897022506566393041e+00 2.486301517464917232e+00
1.124999999999999958e-02 2.907902888768772343e+00 2.560148231331900615e+00
1.185899999999999975e-02 2.893991328340796532e+00 2.277363923360215203e+00
1.246700000000000065e-02 2.891054391911872745e+00 2.312024945670745346e+00
1.307499999999999982e-02 2.892100170532762249e+00 2.113241232432598871e+00
1.368300000000000072e-02 2.884401659258011286e+00 2.104319780105704307e+00
1.429099999999999988e-02 2.882621859102663109e+00 1.961121018714214514e+00
1.489900000000000078e-02 2.883077441732325497e+00 1.936302575776346346e+00
1.550699999999999995e-02 2.880484317985322118e+00 1.778623650526973687e+00
1.611500000000000085e-02 2.879975624616721852e+00 1.767584752035856077e+00
1.672399999999999928e-02 2.874344375670160101e+00 1.648791163547336014e+00
1.733200000000000018e-02 2.868364613254201778e+00 1.643755589927406113e+00
1.794000000000000108e-02 2.864001138403764912e+00 1.533185911827286585e+00
1.854799999999999852e-02 2.860498516107817135e+00 1.471306382921979683e+00
1.915599999999999942e-02 2.856405616343450138e+00 1.440127908688045633e+00
1.976400000000000032e-02 2.853547946655946799e+00 1.353897005418161825e+00
2.037200000000000122e-02 2.846101960297891864e+00 1.294937741776241991e+00
2.097999999999999865e-02 2.843663120749607920e+00 1.219152112042945157e+00
2.158900000000000055e-02 2.838437259895032039e+00 1.201375272476028044e+00
2.219700000000000145e-02 2.832130656362975785e+00 1.139391017726583577e+00
2.280499999999999888e-02 2.823247241213773684e+00 1.176626558882947426e+00
2.341299999999999978e-02 2.819096908655692957e+00 1.053493323165806572e+00
2.402100000000000068e-02 2.808888564832689116e+00 1.049961890077682147e+00
2.462900000000000159e-02 2.805366947041251890e+00 1.000195388557727494e+00
2.523699999999999902e-02 2.797327797607138233e+00 9.802702328875221305e-01
2.584499999999999992e-02 2.792451926168135756e+00 9.302081132575984457e-01
2.645399999999999835e-02 2.785716967656209686e+00 9.601576682304310273e-01
2.706199999999999925e-02 2.778146907417109901e+00 8.813344332169770201e-01
2.767000000000000015e-02 2.771587480881255505e+00 8.629580185355116839e-01
2.827800000000000105e-02 2.766386818409705128e+00 8.350332435142685528e-01
2.888599999999999848e-02 2.758687120895233935e+00 8.081184306483406576e-01
2.949399999999999938e-02 2.751978493871043430e+00 7.802942643919122956e-01
3.010200000000000028e-02 2.745258312519208488e+00 7.880657976285482258e-01
3.071000000000000119e-02 2.738150057028011286e+00 7.466061790348688110e-01
3.131899999999999962e-02 2.729308990410354241e+00 7.310324476300665841e-01
3.192699999999999705e-02 2.722639680187640909e+00 7.599879716491944048e-01
3.253500000000000142e-02 2.713891890975915544e+00 6.796831286054916266e-01
3.314299999999999885e-02 2.700985657483261804e+00 7.368082890969591681e-01
3.375100000000000322e-02 2.696602739461154918e+00 8.820056930611448465e-01
3.435900000000000065e-02 2.683126321280467685e+00 7.275461367144223646e-01
3.496699999999999808e-02 2.679347935455620444e+00 7.480274634756586272e-01
3.557500000000000245e-02 2.670469438609152757e+00 6.844943745170360971e-01
3.618400000000000089e-02 2.661056032679673056e+00 6.264050447156433998e-01
3.679199999999999832e-02 2.651925095788909559e+00 6.157417927539894364e-01
3.740000000000000269e-02 2.641475102042880607e+00 6.004010793014371572e-01
3.800800000000000012e-02 2.630694269077027414e+00 6.102384372809140922e-01
3.861599999999999755e-02 2.618751815865771881e+00 5.983965094237462257e-01
3.922400000000000192e-02 2.610626099441727188e+00 5.808212341578236071e-01
3.983199999999999935e-02 2.601140485778492550e+00 5.897943886755629972e-01
4.043999999999999678e-02 2.590192916693718761e+00 5.494557230406471593e-01
4.104900000000000215e-02 2.578690772214927485e+00 5.986537426360508674e-01
4.165699999999999958e-02 2.571884609815183964e+00 5.596636871839988370e-01
4.226499999999999702e-02 2.557199116512416825e+00 5.806433338815217837e-01
4.287300000000000139e-02 2.549374829662925279e+00 5.630845810685805031e-01
4.348099999999999882e-02 2.536050627244502476e+00 5.583521108573967773e-01
4.408900000000000319e-02 2.524602508998203820e+00 5.212204871881696011e-01
4.469700000000000062e-02 2.511996930838729991e+00 5.609975700886291605e-01
4.530499999999999805e-02 2.502844825056228295e+00 5.237854735461897615e-01
4.591400000000000342e-02 2.487023774517651553e+00 5.266532518416390252e-01
4.652200000000000085e-02 2.477931182055328030e+00 4.957482554443628509e-01
4.712999999999999828e-02 2.467542993523310191e+00 4.941949592578283035e-01
4.773800000000000265e-02 2.453781442443068173e+00 4.725809413407266457e-01
4.834600000000000009e-02 2.437455649668339497e+00 4.844123141713975178e-01
4.895399999999999752e-02 2.423281927076516684e+00 4.597663026381082485e-01
4.956200000000000189e-02 2.409420793131673122e+00 4.640720425781790226e-01
5.016999999999999932e-02 2.396031875973675174e+00 4.508431616663706176e-01
5.077899999999999775e-02 2.384781582620579155e+00 4.348450402919714075e-01
5.138700000000000212e-02 2.366710523720753745e+00 4.409075085316356279e-01
5.199499999999999955e-02 2.355273321301510681e+00 4.200003315663743964e-01
5.260299999999999698e-02 2.340019528277140992e+00 4.297797252548621882e-01
5.321100000000000135e-02 2.327377327645474114e+00 4.107401270207919342e-01
5.381899999999999878e-02 2.312226031943316329e+00 4.153606994850688738e-01
5.442700000000000315e-02 2.298815974291290143e+00 3.823250841597789496e-01
5.503500000000000059e-02 2.278664447145708039e+00 4.416118813410776500e-01
5.564399999999999902e-02 2.267260925676647165e+00 3.767156171902092399e-01
5.625200000000000339e-02 2.245088036137089738e+00 4.212336317086426418e-01
5.686000000000000082e-02 2.233392128254599207e+00 3.542698283445399055e-01
5.746799999999999825e-02 2.214101735973232010e+00 3.559397550387256581e-01
5.807600000000000262e-02 2.199768885827579901e+00 2.953295473900541812e-01
5.868400000000000005e-02 2.182383263394194195e+00 3.113575189497083673e-01
5.929199999999999748e-02 2.169062817852777325e+00 2.829844401339547399e-01
5.990000000000000185e-02 2.149782405988642786e+00 2.672468431144741086e-01
6.050900000000000029e-02 2.133117182561251823e+00 2.696693554589134623e-01
6.111699999999999772e-02 2.113070546159680152e+00 2.741439885803091392e-01
6.172500000000000209e-02 2.096677168757921095e+00 2.472832453276685161e-01
6.233299999999999952e-02 2.078144942112439164e+00 2.269889206405143189e-01
6.294099999999999695e-02 2.059529339403513681e+00 2.211768108046946457e-01
6.354899999999999438e-02 2.045882115194201933e+00 2.205317109207380610e-01
6.415700000000000569e-02 2.024144830377834658e+00 2.382142655404155263e-01
6.476500000000000312e-02 2.012714930401037883e+00 1.992970621157413302e-01
6.537400000000000155e-02 1.986572450360567510e+00 1.927151663876811305e-01
6.598199999999999898e-02 1.968986997915710191e+00 1.795661525177428275e-01
6.658999999999999642e-02 1.946151003853992423e+00 1.967590918049294813e-01
6.719799999999999385e-02 1.929567071502332753e+00 1.354475200184890871e-01
6.780600000000000516e-02 1.902571238264384901e+00 1.479698760819470604e-01
6.841400000000000259e-02 1.889598042387526045e+00 1.409540499510561207e-01
6.902200000000000002e-02 1.866011903149605411e+00 1.061636892392300302e-01
6.962999999999999745e-02 1.849397299229128322e+00 1.043675956010153977e-01
7.023799999999999488e-02 1.828963281197347968e+00 1.006427555372614580e-01
7.084699999999999331e-02 1.809583280363128432e+00 1.005704124528187943e-01
7.145500000000000462e-02 1.785751109856819729e+00 1.012520260380190967e-01
7.206300000000000205e-02 1.771508110170266326e+00 9.640941736642046067e-02
7.267099999999999949e-02 1.744860716008667989e+00 7.141065251080890020e-02
7.327899999999999692e-02 1.728193022724837657e+00 7.872499726907776496e-02
7.388699999999999435e-02 1.708922895687934318e+00 3.161849078938342578e-02
7.449500000000000566e-02 1.685200548209453641e+00 3.749422666092821349e-02
7.510300000000000309e-02 1.662584079135986492e+00 3.929902371966166943e-03
7.571200000000000152e-02 1.641609930232077463e+00 1.547292551810680594e-02
7.631999999999999895e-02 1.620344299754493234e+00 -1.608698377819585065e-02
7.692799999999999638e-02 1.592093444837136440e+00 -1.150213401342240274e-02
7.753599999999999381e-02 1.578511996912239868e+00 -3.499643514712914155e-02
7.814400000000000512e-02 1.553209226461315096e+00 -4.424396068534443283e-02
7.875200000000000256e-02 1.526079398487174332e+00 -3.116088926069897694e-02
7.935999999999999999e-02 1.499167267495567835e+00 -4.756114006308257564e-02
7.996799999999999742e-02 1.471108270937139029e+00 -6.095273742861283262e-02
8.057599999999999485e-02 1.455266758773314129e+00 -6.565964051887135389e-02
8.118499999999999328e-02 1.435737689649796867e+00 -7.036602403566075137e-02
8.179300000000000459e-02 1.419461725978515387e+00 -1.019646439583404146e-01
8.240100000000000202e-02 1.400235691226971557e+00 -9.079122422868034226e-02
8.300899999999999945e-02 1.390767359362275579e+00 -1.248443601960983196e-01
8.361699999999999688e-02 1.359634408659498694e+00 -1.141691138182932413e-01
8.422499999999999432e-02 1.338816927946020252e+00 -1.367265213745698926e-01
8.483300000000000562e-02 1.313881977697905601e+00 -1.203170438368644096e-01
8.544100000000000306e-02 1.302577666013616131e+00 -1.333086890944750191e-01
8.604900000000000049e-02 1.280362079747331627e+00 -1.326073563091207108e-01
8.665799999999999892e-02 1.274640387193689772e+00 -1.460822634519993724e-01
8.726599999999999635e-02 1.253502773311665264e+00 -1.635638431735921272e-01
8.787399999999999378e-02 1.251309638167216631e+00 -1.716998018186799424e-01
8.848200000000000509e-02 1.209863382701547030e+00 -1.583809065716720033e-01
8.909000000000000252e-02 1.196151304312401908e+00 -1.385862764522791113e-01
8.969799999999999995e-02 1.190169157564343161e+00 -1.222469422965851843e-01
9.030599999999999739e-02 1.182077815214912064e+00 -1.668133505949471185e-01
9.091399999999999482e-02 1.159720552708278341e+00 -1.627734141238314780e-01
9.152200000000000613e-02 1.149502389697987903e+00 -1.892897520130311373e-01
9.213100000000000456e-02 1.151326939710231478e+00 -1.886723711498009270e-01
9.273900000000000199e-02 1.122978910326255519e+00 -1.821967260344325434e-01
9.334699999999999942e-02 1.096440721504549298e+00 -1.013971180399422800e-01
9.395499999999999685e-02 1.090240412667218273e+00 -1.721617870662350558e-01
9.456299999999999428e-02 1.080048967578851826e+00 -1.873653493807981019e-01
9.517100000000000559e-02 1.078960423555517689e+00 -2.044619939053753388e-01
9.577900000000000302e-02 1.078057866979186707e+00 -2.089117470269256926e-01
9.638700000000000045e-02 1.076607679229612868e+00 -2.390199269021781592e-01
9.699499999999999789e-02 1.074531204155029451e+00 -2.161549972884642123e-01
9.760399999999999632e-02 1.085233477420476378e+00 -2.283199382856912207e-01
9.821199999999999375e-02 1.079036457087489520e+00 -2.258941662802440853e-01
9.882000000000000506e-02 1.061738898339705361e+00 -2.029590163318019391e-01
9.942800000000000249e-02 1.032243929505805680e+00 -2.072568143464536272e-01
1.000359999999999999e-01 1.054988208695514462e+00 -2.275499312784121930e-01
1.006439999999999974e-01 1.069416473565860670e+00 -2.021648534157046151e-01
1.012519999999999948e-01 1.052920839015764498e+00 -2.265807402147435035e-01
1.018600000000000061e-01 1.049961890077682147e+00 -2.438562697649676869e-01
1.024680000000000035e-01 1.059404362028406599e+00 -2.296473459398747918e-01
1.030770000000000020e-01 1.033472007748751809e+00 -2.228125042743854811e-01
1.036849999999999994e-01 1.039064956805265894e+00 -2.230548662353451506e-01
1.042929999999999968e-01 1.035241569862665134e+00 -2.218726364697554965e-01
1.049009999999999942e-01 1.028924887888064355e+00 -2.573887583105530230e-01
1.055090000000000056e-01 1.019818074969755628e+00 -2.350397064302051642e-01
1.061170000000000030e-01 1.024165370319944923e+00 -2.544560177395041034e-01
1.067250000000000004e-01 1.022411873455920661e+00 -2.360257381169733049e-01
1.073329999999999979e-01 1.042630632448483974e+00 -2.670492529156867634e-01
1.079409999999999953e-01 1.047006027965630803e+00 -2.494453240109899550e-01
1.085499999999999937e-01 1.062619583854341521e+00 -2.489396383870204343e-01
1.091580000000000050e-01 1.046725322334447705e+00 -2.478147517501550212e-01
1.097660000000000025e-01 1.050159265878767512e+00 -2.508776944630613515e-01
1.103739999999999999e-01 1.029866509704950861e+00 -2.482291281376666492e-01
1.109819999999999973e-01 1.036361370607685961e+00 -2.349986703198548021e-01
1.115899999999999948e-01 1.035225551772211317e+00 -2.166839727049582054e-01
1.121980000000000061e-01 1.040321421335321794e+00 -2.314573504474883581e-01
1.128060000000000035e-01 1.063817306914750072e+00 -2.540777555580496783e-01
1.134140000000000009e-01 1.046241459145623276e+00 -2.493327271738075557e-01
1.140219999999999984e-01 1.048348563957552715e+00 -2.850368671438083812e-01
1.146309999999999968e-01 1.040281840707363958e+00 -2.738443497109382951e-01
1.152389999999999942e-01 1.019643772847548036e+00 -2.833657175359919900e-01
1.158470000000000055e-01 1.042217061763830444e+00 -2.714230398513713394e-01
1.164550000000000030e-01 1.051121638186103713e+00 -2.704076084078493314e-01
1.170630000000000004e-01 1.045764873504112735e+00 -2.751803737078267753e-01
1.176709999999999978e-01 1.032973142332564764e+00 -2.881118226386846226e-01
1.182789999999999953e-01 1.021375385403672675e+00 -2.775849248929653235e-01
1.188870000000000066e-01 1.035457756279581032e+00 -2.819635792172200395e-01
1.194950000000000040e-01 1.021325770177056835e+00 -2.667714282865493169e-01
1.201030000000000014e-01 1.018309291091383573e+00 -2.675909597140821439e-01
1.207119999999999999e-01 1.011600043965079632e+00 -2.685458144356298593e-01
1.213199999999999973e-01 1.006855235275984084e+00 -2.807955388910497452e-01
1.219279999999999947e-01 1.020613995018092579e+00 -2.774927651662639772e-01
