0.005 7.004 1.000
0.010 7.001 1.000
0.015 6.996 1.000
0.020 6.988 1.000
0.025 6.979 1.000
0.030 6.967 1.000
0.035 6.953 1.000
0.040 6.936 1.000
0.045 6.918 1.000
0.050 6.897 1.000
0.055 6.874 1.000
0.060 6.848 1.000
0.065 6.820 1.000
0.070 6.790 1.000
0.075 6.757 1.000
0.080 6.721 1.000
0.085 6.683 1.000
0.090 6.642 1.000
0.095 6.598 1.000
0.100 6.550 1.000
0.105 6.500 1.000
0.110 6.446 1.000
0.115 6.389 1.000
0.120 6.328 1.000
0.125 6.263 1.000
0.130 6.195 1.000
0.135 6.121 1.000
0.140 6.043 1.000
0.145 5.960 1.000
0.150 5.871 1.000
0.155 5.777 1.000
0.160 5.677 1.000
0.165 5.571 1.000
0.170 5.459 1.000
0.175 5.341 1.000
0.180 5.221 1.000
0.185 5.101 1.000
0.190 4.987 1.000
0.195 4.890 1.000
0.200 4.820 1.000
0.205 4.784 1.000
0.210 4.781 1.000
0.215 4.804 1.000
0.220 4.842 1.000
0.225 4.885 1.000
0.230 4.928 1.000
0.235 4.967 1.000
0.240 5.001 1.000
0.245 5.029 1.000
0.250 5.050 1.000
0.255 5.066 1.000
0.260 5.075 1.000
0.265 5.080 1.000
0.270 5.079 1.000
0.275 5.073 1.000
0.280 5.063 1.000
0.285 5.049 1.000
0.290 5.032 1.000
0.295 5.011 1.000
0.300 4.988 1.000
